ID;BENEFICIAIRE;MONTANT;ID_DEPUTE;NOM_DEPUTE;GROUPE;DEP;
3209;Commune de BOMPAS;12500;608310;CRESTA Jacques;SRC;Pyrénées-Orientales;
3212;Commune de Bon-Encontre;16500;607283;LOUSTEAU Lucette;SRC;Lot-et-Garonne;
3210;Commune de BONCHAMP-les-LAVAL;4000;642844;PICHOT Sylvie;SRC;Mayenne;
3211;Commune de BONDUES;10000;1459;GERARD Bernard;UMP;Nord;
3213;Commune de Bongheat;15000;267306;CHASSAIGNE André;GDR;Puy-de-Dôme;
3214;Commune de BONNAC;7500;2084;MARLEIX Alain;UMP;Cantal;
3215;Commune de BONNELLES;1200;345937;POISSON  Jean-Frédéric;UMP;Yvelines;
3216;Commune de Bonnevaux-le-Prieure;5000;605963;ALAUZET Eric;ECOLO;Doubs;
3217;Commune de BONNIERES;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3218;Commune de BONNIERES;751;998;DASSAULT Olivier;UMP;Oise;
3219;Commune de BONREPOS RIQUET;30000;606299;MOUDENC Jean-Luc;UMP;Haute-Garonne;
3220;Commune de Bonrepos Sur Aussonnelle;10000;331835;IBORRA Monique;SRC;Haute-Garonne;
3222;Commune de BONSMOULINS;1000;608016;LOUWAGIE Véronique;UMP;Orne;
3223;Commune de Bony;1250;267080;BERTRAND Xavier;UMP;Aisne;
3224;Commune de BOQUEHO;10000;1963;LESAGE Michel;SRC;Côtes-d'Armor;
3225;Commune de BORDES;5000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
3226;Commune de BORESSE et MARTRON;5000;696;BUSSEREAU Dominique;UMP;Charente-Maritime;
3227;Commune de BORNE;2000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
3228;Commune de BORRE;1933;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3229;Commune de Bort l'Etang;10000;267306;CHASSAIGNE André;GDR;Puy-de-Dôme;
3230;Commune de BOSSAY SUR CLAISE;16000;342332;BEFFARA Jean-Marie;SRC;Indre-et-Loire;
3231;Commune de BOSSEY ;500;608826;DUBY-MULLER Virginie;UMP;Haute-Savoie;
3232;Commune de Bossugan;10000;606507;BOUDIÉ Florent;SRC;Gironde;
3233;Commune de BOU;15000;607256;CORRE Valérie;SRC;Loiret;
3234;Commune de Bouc Bel Air;3000;605518;LAMBERT François-Michel;ECOLO;Bouches-du-Rhône;
3235;Commune de Boucau;40000;608264;CAPDEVIELLE Colette;SRC;Pyrénées-Atlantiques;
3236;Commune de Boucé;2000;330118;CHAMBEFORT Guy;SRC;Allier;
3237;Commune de Boucheporn;3050;607699;ZANETTI Paola;SRC;Moselle;
3238;Commune de BOUCONVILLE;1000;2952;WARSMANN Jean-Luc;UMP;Ardennes;
3239;Commune de BOUEE;40000;332843;BOUILLÉ Marie-Odile;SRC;Loire-Atlantique;
3240;Commune de Bouillante;22000;643145;VAINQUEUR-CHRISTOPHE  Hélène;SRC;Guadeloupe;
3241;Commune de BOUJAN SUR LIBRON;15000;267457;ABOUD Elie;UMP;Hérault;
3242;Commune de Boulange;20000;1977;LIEBGOTT Michel;SRC;Moselle;
3243;Commune de BOULIGNEUX;20000;2936;VOISIN Michel;UMP;Ain;
3244;Commune de Boullare;10000;2960;WOERTH Éric;UMP;Oise;
3245;Commune de BOULOC;14000;1689;IMBERT Françoise;SRC;Haute-Garonne;
3246;Commune de BOULOGNE SUR MER;30000;267918;GUILBERT Thérèse;SRC;Pas-de-Calais;
3247;Commune de Boulon;5000;605606;VALTER Clotilde;SRC;Calvados;
3248;Commune de BOUQUEMAISON;6000;1466;GEST Alain;UMP;Somme;
3249;Commune de BOURANTON;12000;2124;MATHIS Jean-Claude;UMP;Aube;
3250;Commune de BOURBERAIN;10000;267450;DELATTE Rémi;UMP;Côte-d'Or;
3251;Commune de Bourbon l'Archambault;3500;330118;CHAMBEFORT Guy;SRC;Allier;
3252;Commune de BOURDEAU;15000;1152;DORD Dominique;UMP;Savoie;
3253;Commune de BOURDON;3000;609513;BOISTARD Pascale;SRC;Somme;
3254;Commune de BOURET SUR CANCHE;600;;
3256;Commune de BOURG-BRUCHE;7196;266774;FURST Laurent;UMP;Bas-Rhin;
3255;Commune de Bourgbarré;6000;606665;CHAPDELAINE Marie-Anne;SRC;Ille-et-Vilaine;
3257;Commune de Bourgnac;15000;1032;DEGUILHEM Pascal;SRC;Dordogne;
3258;Commune de Bourgougnague;2000;607287;FEKL Matthias;SRC;Lot-et-Garonne;
3259;Commune de BOURGUENOLLES;4000;266797;GOSSELIN Philippe;UMP;Manche;
3260;Commune de BOURGUIGNON LES LA CHARITE;3500;608662;CHRETIEN Alain;UMP;Haute-Saône;
3261;Commune de BOURGUIGNONS;4500;2124;MATHIS Jean-Claude;UMP;Aube;
3262;Commune de BOURNAZEL;5000;336112;VALAX Jacques;SRC;Tarn;
3263;Commune de BOURNOS;15000;1592;HABIB David;SRC;Pyrénées-Atlantiques;
3264;Commune de BOURRET;7000;346170;MOIGNARD Jacques;RRDP;Tarn-et-Garonne;
3265;Commune de BOURS;9925;608083;BOURGUIGNON Brigitte;SRC;Pas-de-Calais;
3266;commune de Bours;2500;1496;GLAVANY Jean;SRC;Hautes-Pyrénées;
3267;Commune de BOURSAULT;2800;2098;MARTIN Philippe-Armand;UMP;Marne;
3268;Commune de BOUSSEVILLER;3000;267057;LETT Céleste;UMP;Moselle;
3269;Commune de BOUSSICOURT;2000;1466;GEST Alain;UMP;Somme;
3270;Commune de Boussy-Saint-Antoine;30000;2051;MANDON Thierry;SRC;Essonne;
3272;Commune de BOUTIGNY;8000;335758;RIESTER Franck;UMP;Seine-et-Marne;
3273;Commune de Bouville;9000;267233;BOUILLON Christophe;SRC;Seine-Maritime;
3274;Commune de BOUVILLE;5000;331582;VIGIER Philippe ;UDI;Eure-et-Loir;
3275;Commune de BOUVRON;20000;607155;DANIEL Yves;SRC;Loire-Atlantique;
3276;Commune de Bouxières aux Chênes;7000;607509;KHIROUNI Chaynesse;SRC;Meurthe-et-Moselle;
3277;Commune de Bouxières-aux-Bois (88270);500;1362;FRANQUEVILLE Christian;SRC;Vosges;
3278;Commune de Bouxières-aux-Dames;11500;607509;KHIROUNI Chaynesse;SRC;Meurthe-et-Moselle;
3279;Commune de BOUZY-LA-FORET;16000;607256;CORRE Valérie;SRC;Loiret;
3280;Commune de Boves;7500;609520;POMPILI Barbara;ECOLO;Somme;
3281;Commune de Boyelles;5000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3282;Commune de BRACIEUX;5000;2099;MARTIN-LALANDE Patrice;UMP;Loir-et-Cher;
3283;Commune de BRAGEAC;500;2084;MARLEIX Alain;UMP;Cantal;
3284;Commune de Braillans;5000;605963;ALAUZET Eric;ECOLO;Doubs;
3285;Commune de Brain sur l'Authion;10000;333043;GOUA Marc;SRC;Maine-et-Loire;
3286;Commune de Brains sur Gée;8000;608741;TOLMONT Sylvie;SRC;Sarthe;
3287;Commune de BRAINS-SUR-LES-MARCHES;10000;607489;CHEVROLLIER Guillaume;UMP;Mayenne;
3288;Commune de BRANDO;10000;331146;GANDOLFI-SCHEIT Sauveur;UMP;Haute-Corse;
3289;Commune de BRANNAY;1500;336576;FORT Marie-Louise;UMP;Yonne;
3290;Commune de BRANNE;8500;606507;BOUDIÉ Florent;SRC;Gironde;
3291;Commune de Branoux Les Taillades;35000;1193;DUMAS William;SRC;Gard;
3292;Commune de Branssat;2000;330118;CHAMBEFORT Guy;SRC;Allier;
3293;Commune de Brasles;4000;605084;KRABAL Jacques;RRDP;Aisne;
3294;Commune de BRASSAC ;5000;267673;FOLLIOT Philippe ;UDI;Tarn;
3295;Commune de BRAUX-SAINT-REMY;5000;333224;APPARU Benoist;UMP;Marne;
3296;Commune de BRAZEY-EN-PLAINE;20000;2775;SUGUENOT Alain;UMP;Côte-d'Or;
3297;Commune de Breau et Salagosse;5000;1193;DUMAS William;SRC;Gard;
3298;Commune de BREHAIN LA VILLE;20000;;
3299;Commune de BREHAN;10000;607606;LE ROCH Jean-Pierre;SRC;Morbihan;
3300;Commune de BRENOUILLE;4000;267743;COURTIAL Edouard;UMP;Oise;
3301;Commune de BRENOUX;5000;266788;MOREL A L'HUISSIER Pierre;UMP;Lozère;
3302;Commune de Brest métropole océane;35000;267695;ADAM Patricia;SRC;Finistère;
3303;Commune de Brest métropole océane;45000;267695;ADAM Patricia;SRC;Finistère;
3304;Commune de BRESTOT ;3000;2236;MORIN Hervé  ;UDI;Eure;
3305;Commune de BRETENNIERE;1000;605830;BOUZIANE Kheira;SRC;Côte-d'Or;
3306;Commune de BRETENOUX;30000;;
3307;Commune de Brétigny;4500;267306;CHASSAIGNE André;GDR;Puy-de-Dôme;
3308;Commune de Bretteville;20000;642836;GOSSELIN Geneviève;SRC;Manche;
3309;Commune de Bretteville sur Odon;10000;1226;DURON Philippe;SRC;Calvados;
3310;Commune de BREUIL BERNARD;10000;336015;GRELLIER Jean;SRC;Deux-Sèvres;
3311;Commune de BREUILAUFA;5000;609845;BEAUBATIE Catherine;SRC;Haute-Vienne;
3312;Commune de BREVAL;7500;609442;TETART Jean-Marie;UMP;Yvelines;
3313;Commune de BREVILLERS;3000;1466;GEST Alain;UMP;Somme;
3314;Commune de BREVILLIERS;3000;334951;VILLAUMÉ Jean-Michel;SRC;Haute-Saône;
3315;Commune de BREZOLLES;20000;606098;MARLEIX Olivier;UMP;Eure-et-Loir;
3316;Commune de BRIAS;4000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3317;Commune de BRICQUEVILLE LA BLOUETTE;2100;607395;TRAVERT Stéphane;SRC;Manche;
3318;Commune de Briec;28000;331594;URVOAS Jean-Jacques;SRC;Finistère;
3319;Commune de BRIELLES;5000;606693;LE CALLENNEC Isabelle;UMP;Ille-et-Vilaine;
3320;Commune de BRIENNE;8000;608695;UNTERMAIER Cécile;SRC;Saône-et-Loire;
3321;Commune de BRIENNE LE CHÂTEAU;10000;267178;DHUICQ Nicolas;UMP;Aube;
3322;Commune de BRIENNE-LA-VIEILLE;3000;267178;DHUICQ Nicolas;UMP;Aube;
3323;Commune de BRIENNE-LE-CHÂTEAU;4000;267178;DHUICQ Nicolas;UMP;Aube;
3324;Commune de BRIENNON;5000;2277;NICOLIN Yves;UMP;Loire;
3325;Commune de BRIFFONS;25000;608172;PIRES BEAUNE Christine;SRC;Puy-de-Dôme;
3326;Commune de BRIGNANCOURT;5000;1661;HOUILLON Philippe;UMP;Val-d'Oise;
3327;Commune de BRIGNE SUR LAYON ;5000;267469;PIRON Michel;UDI;Maine-et-Loire;
3328;Commune de BRIMEUX;2000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
3329;Commune de BRION;8000;605036;ABAD Damien;UMP;Ain;
3330;Commune de BRISSAC QUINCE ;4000;267469;PIRON Michel;UDI;Maine-et-Loire;
3331;Commune de Brissay Choigny;10000;267080;BERTRAND Xavier;UMP;Aisne;
3332;Commune de BROISSIA;1000;2345;PELISSARD Jacques;UMP;Jura;
3333;Commune de BROU;8000;331582;VIGIER Philippe ;UDI;Eure-et-Loir;
3334;Commune de Brouck;5000;607699;ZANETTI Paola;SRC;Moselle;
3335;Commune de Brousseval;8000;923;CORNUT-GENTILLE François;UMP;Haute-Marne;
3336;Commune de BROUZET LES ALES;6000;606230;VERDIER Fabrice;SRC;Gard;
3337;Commune de Broye;10000;;
3338;Commune de BROYES;5000;998;DASSAULT Olivier;UMP;Oise;
3339;Commune de BRU;6000;267246;HEINRICH Michel;UMP;Vosges;
3340;Commune de BRUGES;70000;606412;DOUCET Sandrine;SRC;Gironde;
3341;Commune de Bruille-les-Marchiennes;34118;267492;CANDELIER Jean-Jacques;GDR;Nord;
3342;Commune de Bruille-les-Marchiennes;6000;267306;CHASSAIGNE André;GDR;Puy-de-Dôme;
3343;Commune de BRULLIOLES;24000;267499;GUILLOTEAU Christophe;UMP;Rhône;
3344;Commune de BRULLIOLES;24000;267499;GUILLOTEAU Christophe;UMP;Rhône;
3345;Commune de BRUMATH;20000;608434;STURNI Claude;UMP;Bas-Rhin;
3346;Commune de Brunehamel;4000;1155;DOSIÈRE René;SRC;Aisne;
3347;Commune de Brunoy;30000;1206;DUPONT-AIGNAN Nicolas;NI;Essonne;
3348;Commune de Bruz;9000;606665;CHAPDELAINE Marie-Anne;SRC;Ille-et-Vilaine;
3349;Commune de Bry-sur-Marne;50000;746;CARREZ Gilles;UMP;Val-de-Marne;
3350;Commune de Bubry;20000;607632;NOGUÈS Philippe;SRC;Morbihan;
3351;Commune de BUC ;18000;267330;ZUMKELLER Michel  ;UDI;Territoire-de-Belfort;
3352;Commune de BUCEY-LES-TRAVES;5000;608662;CHRETIEN Alain;UMP;Haute-Saône;
3353;Commune de Bucquoy;5000;344114;COTTEL Jean-Jacques;SRC;Pas-de-Calais;
3354;Commune de Bucy le Long;10000;605084;KRABAL Jacques;RRDP;Aisne;
3355;Commune de BUE;16500;1379;FROMION Yves;UMP;Cher;
3356;Commune de BUGNEIN;10000;1838;LASSALLE Jean;NI;Pyrénées-Atlantiques;
3357;Commune de Bugnéville;10000;;
3358;Commune de BUIRE-LE-SEC;2000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
3359;Commune de Bulgnéville (88140);10000;1362;FRANQUEVILLE Christian;SRC;Vosges;
3360;Commune de BULLION;4000;345937;POISSON  Jean-Frédéric;UMP;Yvelines;
3361;Commune de BULLY;5000;2664;SALEN Paul;UMP;Loire;
3362;Commune de BULLY-LES-MINES;4000;608158;BAYS Nicolas;SRC;Pas-de-Calais;
3363;Commune de Burbure;10000;1911;LEFAIT Michel;SRC;Pas-de-Calais;
3364;Commune de BURCIN;12000;606888;BARBIER Jean-Pierre;UMP;Isère;
3365;Commune de BUREY en VAUX;7000;333421;PANCHER Bertrand ;UDI;Meuse;
3366;Commune de BUROS;5000;608235;CHABANNE Nathalie;SRC;Pyrénées-Atlantiques;
3367;Commune de BUSCHWILLER;15000;2529;REITZER Jean-Luc;UMP;Haut-Rhin;
3368;Commune de BUSSANG;35000;2876;VANNSON François;UMP;Vosges;
3369;Commune de Busseol;7000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
3370;Commune de BUSSIERE-DUNOISE;20000;2895;VERGNIER Michel;SRC;Creuse;
3371;Commune de Bussière-Saint-George ;3000;2895;VERGNIER Michel;SRC;Creuse;
3372;Commune de BUSSY LE REPOS;1500;336576;FORT Marie-Louise;UMP;Yonne;
3373;Commune de BUSSY-LE-CHÂTEAU;10000;333224;APPARU Benoist;UMP;Marne;
3374;Commune de BUSSY-SAINT-GEORGES;5000;609292;RIHAN CYPEL Eduardo;SRC;Seine-et-Marne;
3375;Commune de BUSSY-SAINT-MARTIN      ;5000;609292;RIHAN CYPEL Eduardo;SRC;Seine-et-Marne;
3376;Commune de BUST;4000;608416;HETZEL Patrick;UMP;Bas-Rhin;
3377;Commune de BUTHIERS;20002;609245;LACROUTE Valérie;UMP;Seine-et-Marne;
3378;Commune de Butot;20000;267233;BOUILLON Christophe;SRC;Seine-Maritime;
3379;Commune de BUYSSCHEURE;3625;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3380;Commune de BUZANCY;3000;2952;WARSMANN  Jean-Luc;UMP;Ardennes;
3381;Commune de Buzignargues;15000;606573;DOMBRE COSTE Fanny;SRC;Hérault;
3382;Commune de CABESTANY;20000;608310;CRESTA Jacques;SRC;Pyrénées-Orientales;
3383;Commune de CABRESPINE;4000;2365;PEREZ Jean-Claude;SRC;Aude;
3384;Commune de CABRIES CALAS;23000;1761;KERT Christian;UMP;Bouches-du-Rhône;
3385;Commune de Cadolive;10000;605518;LAMBERT François-Michel;ECOLO;Bouches-du-Rhône;
3386;Commune de CAGNANO;1500;331146;GANDOLFI-SCHEIT Sauveur;UMP;Haute-Corse;
3387;Commune de Cahagnes;3000;2828;TOURRET Alain;RRDP;Calvados;
3388;Commune de CAHAIGNES;877;267148;GILARD Franck;UMP;Eure;
3389;Commune de CAILLA;5000;;
3390;Commune de CALCATOGGIO;4494;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
3391;Commune de CALLIAN;8000;314;AUDIBERT-TROIN Olivier;UMP;Var;
3392;Commune de Calonne sur La Lys;2022;608120;SAINT-ANDRÉ Stéphane;RRDP;Pas-de-Calais;
3394;Commune de CALUIRE ET CUIRE;30000;267775;COCHET Philippe;UMP;Rhône;
3395;Commune de Calvinet;2000;605643;CALMETTE Alain;SRC;Cantal;
3396;Commune de CAMALES;4000;608292;DUBIÉ Jeanine;RRDP;Hautes-Pyrénées;
3397;Commune de CAMARSAC;9000;332015;FAURE Martine;SRC;Gironde;
3398;Commune de Cambayrac;1000;332950;ORLIAC Dominique;RRDP;Lot;
3399;Commune de CAMBES;10500;332015;FAURE Martine;SRC;Gironde;
3400;Commune de CAMBON d’ALBI ;4000;267673;FOLLIOT Philippe ;UDI;Tarn;
3401;Commune de CAMBOULIT;5000;;
3402;Commune de CAMBOUNES  ;5000;267673;FOLLIOT Philippe ;UDI;Tarn;
3403;Commune de Cambremer;10000;605606;VALTER Clotilde;SRC;Calvados;
3404;Commune de CAMBRIN;4000;608158;BAYS Nicolas;SRC;Pas-de-Calais;
3405;Commune de CAMBRONNE LES CLERMONT;5250;267743;COURTIAL Edouard;UMP;Oise;
3406;Commune de CAMBRONNE LES CLERMONT;4680;267743;COURTIAL Edouard;UMP;Oise;
3407;Commune de CAMETOURS;40000;607395;TRAVERT Stéphane;SRC;Manche;
3408;Commune de Camopie;15000;610667;SERVILLE Gabriel;GDR;Guyane;
3410;Commune de CAMPAGNE-LES-BOULONNAIS;2000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
3411;Commune de CAMPIGNEULLE-LES-GRANDES;3000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
3413;Commune de CAMPIGNEULLE-LES-PETITES;2000;334149;FASQUELLE Daniel;UMP;Pas-de-Calais;
3414;Commune de CANAPPEVILLE;2000;606040;DESTANS Jean-Louis;SRC;Eure;
3415;Commune de CANARI;1500;331146;GANDOLFI-SCHEIT Sauveur;UMP;Haute-Corse;
3416;Commune de Canaules et Argentières;5000;1193;DUMAS William;SRC;Gard;
3417;Commune de Cancon;30000;342997;GOUGET Jean-Claude;SRC;Lot-et-Garonne;
3418;Commune de CANDE;10000;1790;LAFFINEUR Marc;UMP;Maine-et-Loire;
3419;Commune de CANET D'AUDE;20000;605349;FABRE Marie-Hélène;SRC;Aude;
3420;Commune de CANNES;20000;223837;BROCHAND Bernard;UMP;Alpes-Maritimes;
3421;Commune de CANNET DES MAURES;20000;951;COUVE Jean-Michel;UMP;Var;
3422;Commune de CANOHES;20000;608310;CRESTA Jacques;SRC;Pyrénées-Orientales;
3423;Commune de Cantoin;9000;267266;CENSI Yves;UMP;Aveyron;
3424;Commune de CANY-BARVILLE;8500;609222;CHAUVEL Dominique;SRC;Seine-Maritime;
3425;Commune de Caouennec-Lanvezeac;8000;331282;ERHEL Corinne;SRC;Côtes-d'Armor;
3426;Commune de Capbreton;30000;1182;DUFAU Jean-Pierre;SRC;Landes;
3427;Commune de Cappel;20000;607691;KALINOWSKI Laurent;SRC;Moselle;
3428;Commune de CAPPELLE EN PEVELE;3000;1857;LAZARO Thierry;UMP;Nord;
3429;commune de Capvern;3000;1496;GLAVANY Jean;SRC;Hautes-Pyrénées;
3430;Commune de CARAMANY;2000;344492;SIRE Fernand;UMP;Pyrénées-Orientales;
3431;Commune de Carennac;6000;1844;LAUNAY Jean;SRC;Lot;
3432;Commune de Carlucet;10000;1844;LAUNAY Jean;SRC;Lot;
3433;Commune de Carlucet;10000;1844;LAUNAY Jean;SRC;Lot;
3434;Commune de CARLUS ;2000;267673;FOLLIOT Philippe ;UDI;Tarn;
3435;Commune de CARNETIN;4000;609292;RIHAN CYPEL Eduardo;SRC;Seine-et-Marne;
3436;Commune de CARNOUX-EN-PROVENCE;15261;1029;DEFLESSELLES Bernard;UMP;Bouches-du-Rhône;
3438;Commune de CAROMB;22000;609726;AUBERT Julien;UMP;Vaucluse;
3439;Commune de CARRIERES-SUR-SEINE;10000;1954;LEQUILLER Pierre;UMP;Yvelines;
3440;Commune de CASAGLIONE;1417;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
3441;Commune de CASAGLIONE;795;605782;MARCANGELI Laurent;UMP;Corse-du-Sud;
3442;Commune de CASAGLIONE;3743;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
3443;Commune de CASAGLIONE;1015;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
3444;Commune de CASAGLIONE;1300;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
3445;Commune de CASAGLIONE;1344;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
3446;Commune de CASAGLIONE;412;605782;MARCANGELI  Laurent;UMP;Corse-du-Sud;
3447;Commune de CASCASTEL DES CORBIERES;13000;2365;PEREZ Jean-Claude;SRC;Aude;
3448;Commune de CASSAGNES BEGONHES;2000;267512;MARC Alain;UMP;Aveyron;
3449;Commune de Cassaniouze;15000;605643;CALMETTE Alain;SRC;Cantal;
3450;Commune de CASSEL;2995;607892;ALLOSSERY Jean-Pierre;SRC;Nord;
3451;Commune de CASSIS;50000;1029;DEFLESSELLES Bernard;UMP;Bouches-du-Rhône;
3452;Commune de CASTANET;13000;330546;MARCEL Marie-Lou;SRC;Aveyron;
3453;Commune de CASTELLANE;11592;2693;SAUVAN Gilbert;SRC;Alpes-de-Haute-Provence;
3454;Commune de Castelnau Montratier;10000;332950;ORLIAC Dominique;RRDP;Lot;
3455;Commune de CASTELNAUD-LA-CHAPELLE;17000;2343;PEIRO Germinal;SRC;Dordogne;
3456;Commune de CASTERA-LECTOUROIS;10000;508;BIEMOURET Gisèle;SRC;Gers;
3457;Commune de CASTERA-VERDUZAN;30000;508;BIEMOURET Gisèle;SRC;Gers;
3458;Commune de CASTET EN DORTHE;10000;606495;SAVARY Gilles;SRC;Gironde;
3459;Commune de Castillon du Gard;2000;606225;PRAT Patrice;SRC;Gard;
3460;Commune de CATENOY;5000;267743;COURTIAL Edouard;UMP;Oise;
3461;Commune de Cattlar ;5000;608328;NEUVILLE Ségolène;SRC;Pyrénées-Orientales;
3462;Commune de Caubiac;20000;331835;IBORRA Monique;SRC;Haute-Garonne;
3463;Commune de Caubios-Loos;1900;1979;LIGNIERES-CASSOU Martine;SRC;Pyrénées-Atlantiques;
3464;Commune de Caucalières;5000;609578;GOURJADE Linda;SRC;Tarn;
3465;Commune de Caudecoste;7000;607283;LOUSTEAU Lucette;SRC;Lot-et-Garonne;
3466;Commune de CAUFFRY;10000;267743;COURTIAL Edouard;UMP;Oise;
3467;Commune de CAUPENNE;20000;1252;EMMANUELLI Henri;SRC;Landes;
3468;Commune de CAUSSENS;10000;;
3469;Commune de Cauville;2000;2828;TOURRET Alain;RRDP;Calvados;
3470;Commune de CAVAILLON;69250;336316;BOUCHET Jean-Claude;UMP;Vaucluse;
3471;Commune de CAYRES;10000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
3472;commune de Cazaux Fréchet;4000;1496;GLAVANY Jean;SRC;Hautes-Pyrénées;
3473;Commune de Céaucé;12000;608011;PUEYO Joaquim;SRC;Orne;
3474;Commune de CEMBOING;5000;608662;CHRETIEN Alain;UMP;Haute-Saône;
3475;Commune de CENANS;4000;334951;VILLAUMÉ Jean-Michel;SRC;Haute-Saône;
3476;Commune de CENDRECOURT;3000;608662;CHRETIEN Alain;UMP;Haute-Saône;
3477;Commune de CENSEREY;8000;2775;SUGUENOT Alain;UMP;Côte-d'Or;
3478;Commune de Cerbère;4000;608348;AYLAGAS Pierre;SRC;Pyrénées-Orientales;
3479;Commune de CERCIER;5000;267527;SADDIER Martial;UMP;Haute-Savoie;
3480;Commune de CERCOTTES;20000;268051;GROUARD Serge;UMP;Loiret;
3481;Commune de CERE-LA-RONDE;1000;267459;GREFF Claude;UMP;Indre-et-Loire;
3482;Commune de CERGY;10000;610594;LEFEBVRE Dominique;SRC;Val-d'Oise;
3483;Commune de CERGY;10000;610594;LEFEBVRE Dominique;SRC;Val-d'Oise;
3484;Commune de CERISIERS;2000;336576;FORT Marie-Louise;UMP;Yonne;
3485;Commune de Cerisy Buleux (80140);4000;609535;BUISINE Jean-Claude;SRC;Somme;
3486;Commune de CERISY-LA-SALLE - EPHA La Pomme D'Or;5000;607395;TRAVERT Stéphane;SRC;Manche;
3488;Commune de CERNAY;12000;267013;SORDI Michel;UMP;Haut-Rhin;
3489;Commune de CERNAY L'EGLISE;8000;267576;BONNOT Marcel;UMP;Doubs;
3490;Commune de CERNEUX;15000;1695;JACOB Christian;UMP;Seine-et-Marne;
3491;Commune de CERNEX;5000;267527;SADDIER Martial;UMP;Haute-Savoie;
3492;Commune de CERQUEUX sous PASSAVANT;8000;267469;PIRON Michel;UDI;Maine-et-Loire;
3493;Commune de Certilleux (88300);5000;1362;FRANQUEVILLE Christian;SRC;Vosges;
3494;Commune de CERVON;2000;2338;PAUL Christian;SRC;Nièvre;
3495;Commune de CERZAT;9000;607090;VIGIER Jean-Pierre;UMP;Haute-Loire;
3496;Commune de CESSAC;5000;332015;FAURE Martine;SRC;Gironde;
3497;Commune de CESSOY-EN-MONTOIS;10000;1695;JACOB Christian;UMP;Seine-et-Marne;
3498;Commune de CESTAYROLS;5000;;
3499;Commune de CEYRAS;20000;267479;MESQUIDA Kléber;SRC;Hérault;
3500;Commune de Ceyrat;4500;608186;AUROI Danielle;ECOLO;Puy-de-Dôme;
3501;Commune de CHAGNON  ;10000;2597;ROCHEBLOINE François  ;UDI;Loire;
3502;Commune de CHAILLES;5000;606991;ROBILIARD Denys;SRC;Loir-et-Cher;
3503;Commune de CHAILLEVETTE;5000;2492;QUENTIN Didier;UMP;Charente-Maritime;
3504;Commune de CHAILLON;7000;333421;PANCHER Bertrand ;UDI;Meuse;
3505;Commune de CHAINAZ-LES-FRASSE;5000;335159;TARDY Lionel;UMP;Haute-Savoie;
3506;Commune de CHAISE DIEU DU THEIL;10000;606040;DESTANS Jean-Louis;SRC;Eure;
3507;Commune de CHALANDRAY;5000;336421;COUTELLE Catherine;SRC;Vienne;
3508;Commune de CHALANDRAY;2000;336421;COUTELLE Catherine;SRC;Vienne;
3509;Commune de CHALANDRAY;8500;336421;COUTELLE Catherine;SRC;Vienne;
3510;Commune de CHALEY;6500;605036;ABAD Damien;UMP;Ain;
3511;Commune de CHALIFERT ;5000;609292;RIHAN CYPEL Eduardo;SRC;Seine-et-Marne;
3512;Commune de CHALLAIN LA POTHERIE;10000;1790;LAFFINEUR Marc;UMP;Maine-et-Loire;
3513;Commune de CHALLES;5000;335054;KARAMANLI Marietta;SRC;Sarthe;
3514;Commune de Chalmoux;10000;608684;GUEUGNEAU Edith;SRC;Saône-et-Loire;
3516;Commune de CHALON-sur-SAONE;110000;335017;SIRUGUE Christophe;SRC;Saône-et-Loire;
3515;Commune de Chalonnes sur Loire;3000;333043;GOUA Marc;SRC;Maine-et-Loire;
3517;Commune de Chalus;1000;334;BACQUET Jean-Paul;SRC;Puy-de-Dôme;
3518;Commune de CHALUS;10000;560;BOISSERIE Daniel;SRC;Haute-Vienne;
3519;Commune de Chamant;10000;2960;WOERTH Éric;UMP;Oise;
3520;Commune de Chamarande;2000;609963;POUZOL Michel;SRC;Essonne;
3521;Commune de CHAMBEIRE;10000;605830;BOUZIANE Kheira;SRC;Côte-d'Or;
3522;Commune de Chamberet;3000;605758;DESSUS Sophie;SRC;Corrèze;
3523;Commune de CHAMBLET;10000;330130;LESTERLIN Bernard;SRC;Allier;
3524;Commune de Chambly;130000;1353;FRANÇAIX Michel;SRC;Oise;
